Date,HomeTeam,AwayTeam,HomeScore,AwayScore,HomeOdd,AwayOdd,Game_Code,HomeTeamShort,VisitorTeamShort
2019-02-10,Golden State Warriors,Miami Heat,120,118,1.07,8.97,10022019_mia_gs,gs,mia
2019-02-10,Sacramento Kings,Phoenix Suns,117,104,1.22,4.46,10022019_phx_sac,sac,phx
2019-02-11,Chicago Bulls,Milwaukee Bucks,99,112,6.21,1.13,11022019_mil_chi,chi,mil
2019-02-11,Cleveland Cavaliers,New York Knicks,107,104,1.86,1.98,11022019_ny_cle,cle,ny
2019-02-11,Denver Nuggets,Miami Heat,103,87,1.2,4.74,11022019_mia_den,den,mia
2019-02-11,Detroit Pistons,Washington Wizards,121,112,1.4,3.02,11022019_wsh_det,det,wsh
2019-02-11,Houston Rockets,Dallas Mavericks,120,104,1.14,5.92,11022019_dal_hou,hou,dal
2019-02-11,Indiana Pacers,Charlotte Hornets,99,90,1.45,2.81,11022019_cha_ind,ind,cha
2019-02-11,Minnesota Timberwolves,Los Angeles Clippers,130,120,1.58,2.44,11022019_lac_min,min,lac
2019-02-11,Oklahoma City Thunder,Portland Trail Blazers,120,111,1.51,2.62,11022019_por_okc,okc,por
2019-02-11,Toronto Raptors,Brooklyn Nets,127,125,1.17,5.31,11022019_bkn_tor,tor,bkn
2019-02-12,Atlanta Hawks,Los Angeles Lakers,117,113,2.91,1.42,12022019_lal_atl,atl,lal
2019-02-12,Golden State Warriors,Utah Jazz,115,108,1.23,4.4,12022019_uta_gs,gs,uta
2019-02-12,Memphis Grizzlies,San Antonio Spurs,107,108,3.55,1.32,12022019_sa_mem,mem,sa
2019-02-12,New Orleans Pelicans,Orlando Magic,88,118,1.51,2.63,12022019_orl_no,no,orl
2019-02-12,Philadelphia 76ers,Boston Celtics,109,112,1.34,3.38,12022019_bos_phi,phi,bos
2019-02-13,Boston Celtics,Detroit Pistons,118,110,1.59,2.42,13022019_det_bos,bos,det
2019-02-13,Chicago Bulls,Memphis Grizzlies,122,110,1.81,2.03,13022019_mem_chi,chi,mem
2019-02-13,Cleveland Cavaliers,Brooklyn Nets,139,148,3.59,1.3,13022019_bkn_cle,cle,bkn
2019-02-13,Dallas Mavericks,Miami Heat,101,112,1.65,2.3,13022019_mia_dal,dal,mia
2019-02-13,Denver Nuggets,Sacramento Kings,120,118,1.32,3.51,13022019_sac_den,den,sac
2019-02-13,Indiana Pacers,Milwaukee Bucks,97,106,2.58,1.53,13022019_mil_ind,ind,mil
2019-02-13,Los Angeles Clippers,Phoenix Suns,134,107,1.3,3.63,13022019_phx_lac,lac,phx
2019-02-13,Minnesota Timberwolves,Houston Rockets,121,111,2.54,1.54,13022019_hou_min,min,hou
2019-02-13,New York Knicks,Philadelphia 76ers,111,126,5.13,1.18,13022019_phi_ny,ny,phi
2019-02-13,Portland Trail Blazers,Golden State Warriors,129,107,2.13,1.74,13022019_gs_por,por,gs
2019-02-13,Toronto Raptors,Washington Wizards,129,120,1.2,4.71,13022019_wsh_tor,tor,wsh
2019-02-14,Atlanta Hawks,New York Knicks,91,106,1.28,3.76,14022019_ny_atl,atl,ny
2019-02-14,New Orleans Pelicans,Oklahoma City Thunder,131,122,2.59,1.52,14022019_okc_no,no,okc
2019-02-14,Orlando Magic,Charlotte Hornets,127,89,1.57,2.45,14022019_cha_orl,orl,cha
2019-02-21,Brooklyn Nets,Portland Trail Blazers,99,113,2.28,1.66,21022019_por_bkn,bkn,por
2019-02-21,Cleveland Cavaliers,Phoenix Suns,111,98,1.86,1.97,21022019_phx_cle,cle,phx
2019-02-21,Golden State Warriors,Sacramento Kings,125,123,1.1,7.4,21022019_sac_gs,gs,sac
2019-02-21,Los Angeles Lakers,Houston Rockets,111,106,2.26,1.66,21022019_hou_lal,lal,hou
2019-02-21,Milwaukee Bucks,Boston Celtics,98,97,1.38,3.12,21022019_bos_mil,mil,bos
2019-02-21,Philadelphia 76ers,Miami Heat,106,102,1.4,3.01,21022019_mia_phi,phi,mia
2019-02-22,Atlanta Hawks,Detroit Pistons,122,125,2.64,1.51,22022019_det_atl,atl,det
2019-02-22,Charlotte Hornets,Washington Wizards,123,110,1.46,2.76,22022019_wsh_cha,cha,wsh
2019-02-22,Dallas Mavericks,Denver Nuggets,104,114,3.31,1.34,22022019_den_dal,dal,den
2019-02-22,Indiana Pacers,New Orleans Pelicans,126,111,1.46,2.76,22022019_no_ind,ind,no
2019-02-22,Memphis Grizzlies,Los Angeles Clippers,106,112,2.22,1.69,22022019_lac_mem,mem,lac
2019-02-22,New York Knicks,Minnesota Timberwolves,104,115,2.47,1.57,22022019_min_ny,ny,min
2019-02-22,Oklahoma City Thunder,Utah Jazz,148,147,1.56,2.5,22022019_uta_okc,okc,uta
2019-02-22,Orlando Magic,Chicago Bulls,109,110,1.28,3.84,22022019_chi_orl,orl,chi
2019-02-22,Philadelphia 76ers,Portland Trail Blazers,115,130,1.82,2.02,23022019_por_phi,phi,por
2019-02-22,Toronto Raptors,San Antonio Spurs,120,117,1.27,3.93,22022019_sa_tor,tor,sa
2019-02-23,Atlanta Hawks,Phoenix Suns,120,112,1.61,2.36,23022019_phx_atl,atl,phx
2019-02-23,Charlotte Hornets,Brooklyn Nets,115,117,1.62,2.36,23022019_bkn_cha,cha,bkn
2019-02-23,Chicago Bulls,Boston Celtics,126,116,5.3,1.17,23022019_bos_chi,chi,bos
2019-02-23,Cleveland Cavaliers,Memphis Grizzlies,112,107,1.84,2.0,23022019_mem_cle,cle,mem
2019-02-23,Denver Nuggets,Los Angeles Clippers,123,96,1.21,4.59,24022019_lac_den,den,lac
2019-02-23,Golden State Warriors,Houston Rockets,112,118,1.11,6.91,23022019_hou_gs,gs,hou
2019-02-23,Miami Heat,Detroit Pistons,96,119,1.61,2.37,23022019_det_mia,mia,det
2019-02-23,Milwaukee Bucks,Minnesota Timberwolves,140,128,1.09,8.09,23022019_min_mil,mil,min
2019-02-23,New Orleans Pelicans,Los Angeles Lakers,128,115,3.14,1.37,23022019_lal_no,no,lal
2019-02-23,Oklahoma City Thunder,Sacramento Kings,116,119,1.4,3.04,23022019_sac_okc,okc,sac
2019-02-23,Toronto Raptors,Orlando Magic,98,113,1.32,3.46,24022019_orl_tor,tor,orl
2019-02-23,Utah Jazz,Dallas Mavericks,125,109,1.12,6.68,23022019_dal_uta,uta,dal
2019-02-23,Washington Wizards,Indiana Pacers,112,119,1.9,1.93,23022019_ind_wsh,wsh,ind
2019-02-24,New York Knicks,San Antonio Spurs,130,118,4.35,1.23,24022019_sa_ny,ny,sa
2019-02-25,Brooklyn Nets,San Antonio Spurs,101,85,1.81,2.04,25022019_sa_bkn,bkn,sa
2019-02-25,Charlotte Hornets,Golden State Warriors,110,121,4.11,1.25,25022019_gs_cha,cha,gs
2019-02-25,Chicago Bulls,Milwaukee Bucks,106,117,3.81,1.28,25022019_mil_chi,chi,mil
2019-02-25,Cleveland Cavaliers,Portland Trail Blazers,110,123,4.48,1.22,25022019_por_cle,cle,por
2019-02-25,Detroit Pistons,Indiana Pacers,113,109,1.72,2.17,25022019_ind_det,det,ind
2019-02-25,Houston Rockets,Atlanta Hawks,119,111,1.09,7.9,25022019_atl_hou,hou,atl
2019-02-25,Los Angeles Clippers,Dallas Mavericks,121,112,1.61,2.36,25022019_dal_lac,lac,dal
2019-02-25,Memphis Grizzlies,Los Angeles Lakers,110,105,2.8,1.45,25022019_lal_mem,mem,lal
2019-02-25,Miami Heat,Phoenix Suns,121,124,1.29,3.66,25022019_phx_mia,mia,phx
2019-02-25,Minnesota Timberwolves,Sacramento Kings,112,105,1.61,2.36,25022019_sac_min,min,sac
2019-02-25,New Orleans Pelicans,Philadelphia 76ers,110,111,2.11,1.75,25022019_phi_no,no,phi
2019-02-26,Denver Nuggets,Oklahoma City Thunder,121,112,1.62,2.36,26022019_okc_den,den,okc
2019-02-26,New York Knicks,Orlando Magic,108,103,3.59,1.3,26022019_orl_ny,ny,orl
2019-02-26,Toronto Raptors,Boston Celtics,118,95,1.62,2.37,26022019_bos_tor,tor,bos
2019-02-27,Atlanta Hawks,Minnesota Timberwolves,131,123,2.68,1.49,27022019_min_atl,atl,min
2019-02-27,Boston Celtics,Portland Trail Blazers,92,97,1.71,2.19,27022019_por_bos,bos,por
2019-02-27,Brooklyn Nets,Washington Wizards,116,125,1.46,2.77,27022019_wsh_bkn,bkn,wsh
2019-02-27,Charlotte Hornets,Houston Rockets,113,118,2.8,1.45,27022019_hou_cha,cha,hou
2019-02-27,Dallas Mavericks,Indiana Pacers,110,101,1.97,1.85,27022019_ind_dal,dal,ind
2019-02-27,Los Angeles Lakers,New Orleans Pelicans,125,119,1.38,3.12,27022019_no_lal,lal,no
2019-02-27,Memphis Grizzlies,Chicago Bulls,107,109,1.63,2.32,27022019_chi_mem,mem,chi
2019-02-27,Miami Heat,Golden State Warriors,126,125,4.87,1.19,27022019_gs_mia,mia,gs
2019-02-27,Sacramento Kings,Milwaukee Bucks,140,141,3.17,1.37,27022019_mil_sac,sac,mil
2019-02-27,San Antonio Spurs,Detroit Pistons,105,93,1.54,2.54,27022019_det_sa,sa,det
2019-02-27,Utah Jazz,Los Angeles Clippers,111,105,1.19,5.0,27022019_lac_uta,uta,lac
2019-02-28,Denver Nuggets,Utah Jazz,104,111,1.32,3.51,28022019_uta_den,den,uta
2019-02-28,Houston Rockets,Miami Heat,121,118,1.2,4.68,28022019_mia_hou,hou,mia
2019-02-28,Indiana Pacers,Minnesota Timberwolves,122,115,1.62,2.35,28022019_min_ind,ind,min
2019-02-28,New York Knicks,Cleveland Cavaliers,118,125,1.8,2.05,28022019_cle_ny,ny,cle
2019-02-28,Oklahoma City Thunder,Philadelphia 76ers,104,108,1.56,2.47,28022019_phi_okc,okc,phi
2019-02-28,Orlando Magic,Golden State Warriors,103,96,2.57,1.52,28022019_gs_orl,orl,gs
2019-03-01,Atlanta Hawks,Chicago Bulls,161,168,1.89,1.93,01032019_chi_atl,atl,chi
2019-03-01,Boston Celtics,Washington Wizards,107,96,1.18,5.11,01032019_wsh_bos,bos,wsh
2019-03-01,Brooklyn Nets,Charlotte Hornets,112,123,1.68,2.23,01032019_cha_bkn,bkn,cha
2019-03-01,Cleveland Cavaliers,Detroit Pistons,93,129,3.83,1.28,02032019_det_cle,cle,det
2019-03-01,Los Angeles Lakers,Milwaukee Bucks,120,131,2.91,1.43,01032019_mil_lal,lal,mil
2019-03-01,Phoenix Suns,New Orleans Pelicans,116,130,2.57,1.53,01032019_no_phx,phx,no
2019-03-01,Sacramento Kings,Los Angeles Clippers,109,116,1.63,2.32,01032019_lac_sac,sac,lac
2019-03-01,Toronto Raptors,Portland Trail Blazers,119,117,1.49,2.67,01032019_por_tor,tor,por
2019-03-02,Boston Celtics,Houston Rockets,104,115,1.77,2.09,03032019_hou_bos,bos,hou
2019-03-02,Charlotte Hornets,Portland Trail Blazers,108,118,2.14,1.74,03032019_por_cha,cha,por
2019-03-02,Chicago Bulls,Atlanta Hawks,118,123,1.56,2.49,03032019_atl_chi,chi,atl
2019-03-02,Dallas Mavericks,Memphis Grizzlies,81,111,1.5,2.66,02032019_mem_dal,dal,mem
2019-03-02,Denver Nuggets,New Orleans Pelicans,112,120,1.08,8.72,02032019_no_den,den,no
2019-03-02,Indiana Pacers,Orlando Magic,112,117,1.66,2.28,02032019_orl_ind,ind,orl
2019-03-02,Los Angeles Clippers,New York Knicks,128,107,1.17,5.29,03032019_ny_lac,lac,ny
2019-03-02,Miami Heat,Brooklyn Nets,117,88,1.73,2.16,02032019_bkn_mia,mia,bkn
2019-03-02,Philadelphia 76ers,Golden State Warriors,117,120,2.72,1.47,02032019_gs_phi,phi,gs
2019-03-02,Phoenix Suns,Los Angeles Lakers,118,109,3.34,1.34,02032019_lal_phx,phx,lal
2019-03-02,San Antonio Spurs,Oklahoma City Thunder,116,102,1.48,2.71,02032019_okc_sa,sa,okc
2019-03-02,Utah Jazz,Milwaukee Bucks,115,111,1.52,2.58,02032019_mil_uta,uta,mil
2019-03-03,Cleveland Cavaliers,Orlando Magic,107,93,3.02,1.4,03032019_orl_cle,cle,orl
2019-03-03,Detroit Pistons,Toronto Raptors,112,107,2.08,1.77,03032019_tor_det,det,tor
2019-03-03,Oklahoma City Thunder,Memphis Grizzlies,99,95,1.17,5.28,03032019_mem_okc,okc,mem
2019-03-03,Washington Wizards,Minnesota Timberwolves,135,121,1.91,1.91,03032019_min_wsh,wsh,min
2019-03-04,Brooklyn Nets,Dallas Mavericks,127,88,1.42,2.91,04032019_dal_bkn,bkn,dal
2019-03-04,Los Angeles Lakers,Los Angeles Clippers,105,113,1.59,2.42,04032019_lac_lal,lal,lac
2019-03-04,Miami Heat,Atlanta Hawks,114,113,1.18,5.18,04032019_atl_mia,mia,atl
2019-03-04,Phoenix Suns,Milwaukee Bucks,114,105,8.3,1.09,04032019_mil_phx,phx,mil
2019-03-04,Sacramento Kings,New York Knicks,115,108,1.14,6.0,04032019_ny_sac,sac,ny
2019-03-04,San Antonio Spurs,Denver Nuggets,104,103,1.82,2.02,04032019_den_sa,sa,den
2019-03-04,Utah Jazz,New Orleans Pelicans,112,115,1.19,4.93,04032019_no_uta,uta,no
2019-03-05,Golden State Warriors,Boston Celtics,95,128,1.36,3.22,05032019_bos_gs,gs,bos
2019-03-05,Indiana Pacers,Chicago Bulls,105,96,1.35,3.29,05032019_chi_ind,ind,chi
2019-03-05,Memphis Grizzlies,Portland Trail Blazers,120,111,2.88,1.43,05032019_por_mem,mem,por
2019-03-05,Minnesota Timberwolves,Oklahoma City Thunder,131,120,2.1,1.76,05032019_okc_min,min,okc
2019-03-05,Philadelphia 76ers,Orlando Magic,114,106,1.53,2.57,05032019_orl_phi,phi,orl
2019-03-05,Toronto Raptors,Houston Rockets,95,107,1.63,2.34,05032019_hou_tor,tor,hou
2019-03-06,Atlanta Hawks,San Antonio Spurs,104,111,2.87,1.43,06032019_sa_atl,atl,sa
2019-03-06,Brooklyn Nets,Cleveland Cavaliers,113,107,1.2,4.72,06032019_cle_bkn,bkn,cle
2019-03-06,Charlotte Hornets,Miami Heat,84,91,1.63,2.34,06032019_mia_cha,cha,mia
2019-03-06,Chicago Bulls,Philadelphia 76ers,108,107,2.48,1.56,06032019_phi_chi,chi,phi
2019-03-06,Detroit Pistons,Minnesota Timberwolves,131,114,1.49,2.67,06032019_min_det,det,min
2019-03-06,Los Angeles Lakers,Denver Nuggets,99,115,2.75,1.47,06032019_den_lal,lal,den
2019-03-06,New Orleans Pelicans,Utah Jazz,104,114,2.67,1.49,06032019_uta_no,no,uta
2019-03-06,Phoenix Suns,New York Knicks,107,96,1.59,2.43,06032019_ny_phx,phx,ny
2019-03-06,Sacramento Kings,Boston Celtics,109,111,2.11,1.76,06032019_bos_sac,sac,bos
2019-03-06,Washington Wizards,Dallas Mavericks,132,123,1.43,2.87,06032019_dal_wsh,wsh,dal
2019-03-07,Milwaukee Bucks,Indiana Pacers,117,98,1.19,4.92,07032019_ind_mil,mil,ind
2019-03-07,Portland Trail Blazers,Oklahoma City Thunder,121,129,1.6,2.39,07032019_okc_por,por,okc
2019-03-08,Charlotte Hornets,Washington Wizards,112,111,1.55,2.53,08032019_wsh_cha,cha,wsh
2019-03-08,Chicago Bulls,Detroit Pistons,104,112,2.46,1.57,08032019_det_chi,chi,det
2019-03-08,Golden State Warriors,Denver Nuggets,122,105,1.37,3.21,08032019_den_gs,gs,den
2019-03-08,Houston Rockets,Philadelphia 76ers,107,91,1.28,3.78,08032019_phi_hou,hou,phi
2019-03-08,Los Angeles Clippers,Oklahoma City Thunder,118,110,1.78,2.07,08032019_okc_lac,lac,okc
2019-03-08,Memphis Grizzlies,Utah Jazz,114,104,2.7,1.49,08032019_uta_mem,mem,uta
2019-03-08,Miami Heat,Cleveland Cavaliers,126,110,1.23,4.26,08032019_cle_mia,mia,cle
2019-03-08,New Orleans Pelicans,Toronto Raptors,104,127,3.9,1.26,08032019_tor_no,no,tor
2019-03-08,New York Knicks,Sacramento Kings,94,102,2.9,1.43,09032019_sac_ny,ny,sac
2019-03-08,Orlando Magic,Dallas Mavericks,111,106,1.34,3.3,08032019_dal_orl,orl,dal
2019-03-09,Atlanta Hawks,New Orleans Pelicans,128,116,1.89,1.95,10032019_no_atl,atl,no
2019-03-09,Atlanta Hawks,Brooklyn Nets,112,114,2.58,1.52,09032019_bkn_atl,atl,bkn
2019-03-09,Detroit Pistons,Chicago Bulls,131,108,1.24,4.26,10032019_chi_det,det,chi
2019-03-09,Los Angeles Lakers,Boston Celtics,107,120,3.51,1.32,09032019_bos_lal,lal,bos
2019-03-09,Memphis Grizzlies,Orlando Magic,105,97,1.88,1.95,10032019_orl_mem,mem,orl
2019-03-09,Miami Heat,Toronto Raptors,104,125,1.78,2.07,10032019_tor_mia,mia,tor
2019-03-09,Milwaukee Bucks,Charlotte Hornets,131,114,1.11,6.92,09032019_cha_mil,mil,cha
2019-03-09,Minnesota Timberwolves,Washington Wizards,135,130,1.34,3.37,09032019_wsh_min,min,wsh
2019-03-09,Philadelphia 76ers,Indiana Pacers,106,89,1.37,3.15,10032019_ind_phi,phi,ind
2019-03-09,Portland Trail Blazers,Phoenix Suns,127,120,1.1,7.35,09032019_phx_por,por,phx
2019-03-10,Dallas Mavericks,Houston Rockets,93,94,4.18,1.24,10032019_hou_dal,dal,hou
2019-03-10,Golden State Warriors,Phoenix Suns,111,115,1.03,14.07,10032019_phx_gs,gs,phx
2019-03-10,Minnesota Timberwolves,New York Knicks,103,92,1.37,3.19,10032019_ny_min,min,ny
2019-03-10,San Antonio Spurs,Milwaukee Bucks,121,114,2.1,1.75,10032019_mil_sa,sa,mil
2019-03-11,Brooklyn Nets,Detroit Pistons,103,75,1.73,2.15,11032019_det_bkn,bkn,det
2019-03-11,Cleveland Cavaliers,Toronto Raptors,126,101,4.37,1.23,11032019_tor_cle,cle,tor
2019-03-11,Houston Rockets,Charlotte Hornets,118,106,1.19,4.94,11032019_cha_hou,hou,cha
2019-03-11,Los Angeles Clippers,Boston Celtics,140,115,2.06,1.79,11032019_bos_lac,lac,bos
2019-03-11,Utah Jazz,Oklahoma City Thunder,89,98,1.61,2.38,11032019_okc_uta,uta,okc
2019-03-11,Washington Wizards,Sacramento Kings,121,115,1.76,2.11,11032019_sac_wsh,wsh,sac
2019-03-12,Chicago Bulls,Los Angeles Lakers,107,123,2.11,1.75,12032019_lal_chi,chi,lal
2019-03-12,Dallas Mavericks,San Antonio Spurs,105,112,2.33,1.63,12032019_sa_dal,dal,sa
2019-03-12,Denver Nuggets,Minnesota Timberwolves,133,107,1.17,5.29,12032019_min_den,den,min
2019-03-12,Indiana Pacers,New York Knicks,103,98,1.13,6.24,12032019_ny_ind,ind,ny
2019-03-12,Los Angeles Clippers,Portland Trail Blazers,104,125,2.39,1.6,12032019_por_lac,lac,por
2019-03-12,New Orleans Pelicans,Milwaukee Bucks,113,130,5.48,1.16,12032019_mil_no,no,mil
2019-03-12,Philadelphia 76ers,Cleveland Cavaliers,106,99,1.05,10.8,12032019_cle_phi,phi,cle
2019-03-13,Atlanta Hawks,Memphis Grizzlies,132,111,2.03,1.81,13032019_mem_atl,atl,mem
2019-03-13,Houston Rockets,Golden State Warriors,104,106,1.57,2.46,13032019_gs_hou,hou,gs
2019-03-13,Miami Heat,Detroit Pistons,108,74,1.73,2.14,13032019_det_mia,mia,det
2019-03-13,Oklahoma City Thunder,Brooklyn Nets,108,96,1.33,3.43,13032019_bkn_okc,okc,bkn
2019-03-13,Phoenix Suns,Utah Jazz,97,114,4.18,1.24,13032019_uta_phx,phx,uta
2019-03-13,Washington Wizards,Orlando Magic,100,90,1.8,2.04,13032019_orl_wsh,wsh,orl
2019-03-14,Boston Celtics,Sacramento Kings,126,120,1.3,3.61,14032019_sac_bos,bos,sac
2019-03-14,Denver Nuggets,Dallas Mavericks,100,99,1.13,6.33,14032019_dal_den,den,dal
2019-03-14,Indiana Pacers,Oklahoma City Thunder,108,106,1.86,1.97,14032019_okc_ind,ind,okc
2019-03-14,Orlando Magic,Cleveland Cavaliers,120,91,1.25,4.05,14032019_cle_orl,orl,cle
2019-03-14,Toronto Raptors,Los Angeles Lakers,111,98,1.33,3.44,14032019_lal_tor,tor,lal
2019-03-14,Utah Jazz,Minnesota Timberwolves,120,100,1.24,4.26,14032019_min_uta,uta,min
2019-03-15,Boston Celtics,Atlanta Hawks,129,120,1.16,5.56,16032019_atl_bos,bos,atl
2019-03-15,Detroit Pistons,Los Angeles Lakers,111,97,1.09,7.81,15032019_lal_det,det,lal
2019-03-15,Houston Rockets,Phoenix Suns,108,102,1.1,7.54,15032019_phx_hou,hou,phx
2019-03-15,Los Angeles Clippers,Chicago Bulls,128,121,1.23,4.29,15032019_chi_lac,lac,chi
2019-03-15,Miami Heat,Milwaukee Bucks,98,113,2.76,1.46,15032019_mil_mia,mia,mil
2019-03-15,New Orleans Pelicans,Portland Trail Blazers,110,122,4.4,1.23,15032019_por_no,no,por
2019-03-15,Philadelphia 76ers,Sacramento Kings,123,114,1.17,5.48,15032019_sac_phi,phi,sac
2019-03-15,San Antonio Spurs,New York Knicks,109,83,1.08,8.61,15032019_ny_sa,sa,ny
2019-03-15,Washington Wizards,Charlotte Hornets,110,116,1.66,2.27,15032019_cha_wsh,wsh,cha
2019-03-16,Dallas Mavericks,Cleveland Cavaliers,121,116,1.44,2.84,16032019_cle_dal,dal,cle
2019-03-16,Denver Nuggets,Indiana Pacers,102,100,1.35,3.3,16032019_ind_den,den,ind
2019-03-16,Detroit Pistons,Toronto Raptors,110,107,1.82,2.02,17032019_tor_det,det,tor
2019-03-16,Miami Heat,Charlotte Hornets,93,75,1.64,2.32,17032019_cha_mia,mia,cha
2019-03-16,Milwaukee Bucks,Philadelphia 76ers,125,130,1.42,2.94,17032019_phi_mil,mil,phi
2019-03-16,New Orleans Pelicans,Phoenix Suns,136,138,1.52,2.6,16032019_phx_no,no,phx
