Date,HomeTeam,AwayTeam,HomeScore,AwayScore,HomeOdd,AwayOdd,Game_Code,HomeTeamShort,VisitorTeamShort
2018-11-30,Charlotte Hornets,Utah Jazz,111,119,1.74,2.12,30112018_uta_cha,cha,uta
2018-11-30,Detroit Pistons,Chicago Bulls,107,88,1.23,4.32,30112018_chi_det,det,chi
2018-11-30,Los Angeles Lakers,Dallas Mavericks,114,103,1.57,2.47,30112018_dal_lal,lal,dal
2018-11-30,Miami Heat,New Orleans Pelicans,106,101,2.26,1.66,30112018_no_mia,mia,no
2018-11-30,New York Knicks,Milwaukee Bucks,136,134,4.09,1.25,01122018_mil_ny,ny,mil
2018-11-30,Oklahoma City Thunder,Atlanta Hawks,124,109,1.08,8.35,30112018_atl_okc,okc,atl
2018-11-30,Philadelphia 76ers,Washington Wizards,123,98,1.23,4.26,30112018_wsh_phi,phi,wsh
2018-11-30,Phoenix Suns,Orlando Magic,85,99,2.56,1.53,30112018_orl_phx,phx,orl
2018-11-30,Portland Trail Blazers,Denver Nuggets,112,113,1.85,1.99,30112018_den_por,por,den
2018-11-30,San Antonio Spurs,Houston Rockets,105,136,2.41,1.6,30112018_hou_sa,sa,hou
2018-12-01,Charlotte Hornets,New Orleans Pelicans,109,119,1.67,2.27,02122018_no_cha,cha,no
2018-12-01,Cleveland Cavaliers,Toronto Raptors,95,106,7.09,1.11,01122018_tor_cle,cle,tor
2018-12-01,Detroit Pistons,Golden State Warriors,111,102,2.63,1.51,01122018_gs_det,det,gs
2018-12-01,Houston Rockets,Chicago Bulls,121,105,1.07,8.95,01122018_chi_hou,hou,chi
2018-12-01,Los Angeles Lakers,Phoenix Suns,120,96,1.12,6.47,02122018_phx_lal,lal,phx
2018-12-01,Minnesota Timberwolves,Boston Celtics,109,118,1.79,2.06,01122018_bos_min,min,bos
2018-12-01,Sacramento Kings,Indiana Pacers,111,110,2.06,1.79,01122018_ind_sac,sac,ind
2018-12-01,Washington Wizards,Brooklyn Nets,102,88,1.36,3.2,01122018_bkn_wsh,wsh,bkn
2018-12-02,Dallas Mavericks,Los Angeles Clippers,114,110,2.38,1.61,02122018_lac_dal,dal,lac
2018-12-02,Miami Heat,Utah Jazz,102,100,2.45,1.57,02122018_uta_mia,mia,uta
2018-12-02,Philadelphia 76ers,Memphis Grizzlies,103,95,1.38,3.1,02122018_mem_phi,phi,mem
2018-12-02,San Antonio Spurs,Portland Trail Blazers,131,118,1.94,1.89,02122018_por_sa,sa,por
2018-12-03,Atlanta Hawks,Golden State Warriors,111,128,5.97,1.14,03122018_gs_atl,atl,gs
2018-12-03,Brooklyn Nets,Cleveland Cavaliers,97,99,1.4,3.04,03122018_cle_bkn,bkn,cle
2018-12-03,Detroit Pistons,Oklahoma City Thunder,83,110,2.15,1.73,03122018_okc_det,det,okc
2018-12-03,Minnesota Timberwolves,Houston Rockets,103,91,2.13,1.74,03122018_hou_min,min,hou
2018-12-03,New Orleans Pelicans,Los Angeles Clippers,126,129,1.8,2.05,03122018_lac_no,no,lac
2018-12-03,New York Knicks,Washington Wizards,107,110,2.14,1.74,03122018_wsh_ny,ny,wsh
2018-12-03,Toronto Raptors,Denver Nuggets,103,106,1.33,3.38,03122018_den_tor,tor,den
2018-12-04,Dallas Mavericks,Portland Trail Blazers,111,102,1.82,2.02,04122018_por_dal,dal,por
2018-12-04,Indiana Pacers,Chicago Bulls,96,90,1.27,3.88,04122018_chi_ind,ind,chi
2018-12-04,Miami Heat,Orlando Magic,90,105,1.67,2.25,04122018_orl_mia,mia,orl
2018-12-04,Phoenix Suns,Sacramento Kings,105,122,2.84,1.44,04122018_sac_phx,phx,sac
2018-12-04,Utah Jazz,San Antonio Spurs,139,105,1.3,3.63,04122018_sa_uta,uta,sa
2018-12-05,Atlanta Hawks,Washington Wizards,117,131,2.37,1.61,05122018_wsh_atl,atl,wsh
2018-12-05,Brooklyn Nets,Oklahoma City Thunder,112,114,3.21,1.37,05122018_okc_bkn,bkn,okc
2018-12-05,Cleveland Cavaliers,Golden State Warriors,105,129,6.29,1.13,05122018_gs_cle,cle,gs
2018-12-05,Los Angeles Lakers,San Antonio Spurs,121,113,1.28,3.84,05122018_sa_lal,lal,sa
2018-12-05,Memphis Grizzlies,Los Angeles Clippers,96,86,1.75,2.11,05122018_lac_mem,mem,lac
2018-12-05,Milwaukee Bucks,Detroit Pistons,115,92,1.33,3.46,05122018_det_mil,mil,det
2018-12-05,Minnesota Timberwolves,Charlotte Hornets,121,104,1.51,2.62,05122018_cha_min,min,cha
2018-12-05,New Orleans Pelicans,Dallas Mavericks,132,106,1.45,2.8,05122018_dal_no,no,dal
2018-12-05,Orlando Magic,Denver Nuggets,118,124,2.59,1.51,05122018_den_orl,orl,den
2018-12-05,Toronto Raptors,Philadelphia 76ers,113,102,1.36,3.24,05122018_phi_tor,tor,phi
2018-12-06,Boston Celtics,New York Knicks,128,100,1.08,8.68,06122018_ny_bos,bos,ny
2018-12-06,Portland Trail Blazers,Phoenix Suns,108,86,1.09,7.79,06122018_phx_por,por,phx
2018-12-06,Utah Jazz,Houston Rockets,118,91,1.85,1.98,06122018_hou_uta,uta,hou
2018-12-07,Brooklyn Nets,Toronto Raptors,106,105,4.33,1.22,07122018_tor_bkn,bkn,tor
2018-12-07,Charlotte Hornets,Denver Nuggets,113,107,1.86,1.97,07122018_den_cha,cha,den
2018-12-07,Chicago Bulls,Oklahoma City Thunder,114,112,4.38,1.23,07122018_okc_chi,chi,okc
2018-12-07,Cleveland Cavaliers,Sacramento Kings,110,129,2.24,1.68,07122018_sac_cle,cle,sac
2018-12-07,Detroit Pistons,Philadelphia 76ers,111,117,1.75,2.12,07122018_phi_det,det,phi
2018-12-07,Milwaukee Bucks,Golden State Warriors,95,105,1.75,2.11,07122018_gs_mil,mil,gs
2018-12-07,New Orleans Pelicans,Memphis Grizzlies,103,107,1.44,2.85,07122018_mem_no,no,mem
2018-12-07,Orlando Magic,Indiana Pacers,90,112,1.59,2.42,07122018_ind_orl,orl,ind
2018-12-07,Phoenix Suns,Miami Heat,98,115,4.1,1.25,07122018_mia_phx,phx,mia
2018-12-07,San Antonio Spurs,Los Angeles Lakers,133,120,1.95,1.88,07122018_lal_sa,sa,lal
2018-12-08,Atlanta Hawks,Denver Nuggets,106,98,2.94,1.42,08122018_den_atl,atl,den
2018-12-08,Chicago Bulls,Boston Celtics,77,133,3.78,1.28,08122018_bos_chi,chi,bos
2018-12-08,Cleveland Cavaliers,Washington Wizards,116,101,3.54,1.31,08122018_wsh_cle,cle,wsh
2018-12-08,Dallas Mavericks,Houston Rockets,107,104,2.37,1.6,08122018_hou_dal,dal,hou
2018-12-08,Detroit Pistons,New Orleans Pelicans,108,116,2.19,1.71,09122018_no_det,det,no
2018-12-08,Indiana Pacers,Sacramento Kings,107,97,1.45,2.82,08122018_sac_ind,ind,sac
2018-12-08,Los Angeles Clippers,Miami Heat,98,121,1.18,5.02,08122018_mia_lac,lac,mia
2018-12-08,Memphis Grizzlies,Los Angeles Lakers,88,111,1.75,2.12,08122018_lal_mem,mem,lal
2018-12-08,New York Knicks,Brooklyn Nets,104,112,1.76,2.09,08122018_bkn_ny,ny,bkn
2018-12-08,Portland Trail Blazers,Minnesota Timberwolves,113,105,1.68,2.23,08122018_min_por,por,min
2018-12-09,New York Knicks,Charlotte Hornets,107,119,3.0,1.4,09122018_cha_ny,ny,cha
2018-12-09,San Antonio Spurs,Utah Jazz,110,97,2.48,1.56,09122018_uta_sa,sa,uta
2018-12-09,Toronto Raptors,Milwaukee Bucks,99,104,1.51,2.63,09122018_mil_tor,tor,mil
2018-12-10,Boston Celtics,New Orleans Pelicans,113,100,1.74,2.13,10122018_no_bos,bos,no
2018-12-10,Chicago Bulls,Sacramento Kings,89,108,2.12,1.75,10122018_sac_chi,chi,sac
2018-12-10,Dallas Mavericks,Orlando Magic,101,76,1.52,2.59,10122018_orl_dal,dal,orl
2018-12-10,Denver Nuggets,Memphis Grizzlies,105,99,1.64,2.32,10122018_mem_den,den,mem
2018-12-10,Golden State Warriors,Minnesota Timberwolves,116,108,1.19,4.89,10122018_min_gs,gs,min
2018-12-10,Indiana Pacers,Washington Wizards,109,101,1.4,3.04,10122018_wsh_ind,ind,wsh
2018-12-10,Los Angeles Lakers,Miami Heat,108,105,1.44,2.88,10122018_mia_lal,lal,mia
2018-12-10,Milwaukee Bucks,Cleveland Cavaliers,108,92,1.16,5.54,10122018_cle_mil,mil,cle
2018-12-10,Oklahoma City Thunder,Utah Jazz,122,113,1.48,2.7,10122018_uta_okc,okc,uta
2018-12-10,Philadelphia 76ers,Detroit Pistons,116,102,1.12,6.61,10122018_det_phi,phi,det
2018-12-10,Phoenix Suns,Los Angeles Clippers,119,123,4.84,1.19,10122018_lac_phx,phx,lac
2018-12-11,Houston Rockets,Portland Trail Blazers,111,104,1.39,3.08,11122018_por_hou,hou,por
2018-12-11,Los Angeles Clippers,Toronto Raptors,99,123,2.31,1.64,11122018_tor_lac,lac,tor
2018-12-11,San Antonio Spurs,Phoenix Suns,111,86,1.09,7.76,11122018_phx_sa,sa,phx
2018-12-12,Charlotte Hornets,Detroit Pistons,108,107,1.42,2.95,12122018_det_cha,cha,det
2018-12-12,Cleveland Cavaliers,New York Knicks,113,106,1.96,1.86,12122018_ny_cle,cle,ny
2018-12-12,Dallas Mavericks,Atlanta Hawks,114,107,1.2,4.79,12122018_atl_dal,dal,atl
2018-12-12,Golden State Warriors,Toronto Raptors,93,113,1.3,3.65,12122018_tor_gs,gs,tor
2018-12-12,Indiana Pacers,Milwaukee Bucks,113,97,2.09,1.76,12122018_mil_ind,ind,mil
2018-12-12,Memphis Grizzlies,Portland Trail Blazers,92,83,1.63,2.33,12122018_por_mem,mem,por
2018-12-12,New Orleans Pelicans,Oklahoma City Thunder,118,114,2.16,1.73,12122018_okc_no,no,okc
2018-12-12,Philadelphia 76ers,Brooklyn Nets,124,127,1.39,3.06,12122018_bkn_phi,phi,bkn
2018-12-12,Sacramento Kings,Minnesota Timberwolves,141,130,2.34,1.63,12122018_min_sac,sac,min
2018-12-12,Utah Jazz,Miami Heat,111,84,1.26,4.04,12122018_mia_uta,uta,mia
2018-12-12,Washington Wizards,Boston Celtics,125,130,2.44,1.58,12122018_bos_wsh,wsh,bos
2018-12-13,Houston Rockets,Los Angeles Lakers,126,111,1.42,2.92,13122018_lal_hou,hou,lal
2018-12-13,Orlando Magic,Chicago Bulls,97,91,1.43,2.91,13122018_chi_orl,orl,chi
2018-12-13,Phoenix Suns,Dallas Mavericks,99,89,2.97,1.41,13122018_dal_phx,phx,dal
2018-12-13,San Antonio Spurs,Los Angeles Clippers,125,87,1.66,2.27,13122018_lac_sa,sa,lac
2018-12-14,Boston Celtics,Atlanta Hawks,129,108,1.1,7.33,14122018_atl_bos,bos,atl
2018-12-14,Brooklyn Nets,Washington Wizards,125,118,1.68,2.24,14122018_wsh_bkn,bkn,wsh
2018-12-14,Charlotte Hornets,New York Knicks,124,126,1.17,5.32,14122018_ny_cha,cha,ny
2018-12-14,Cleveland Cavaliers,Milwaukee Bucks,102,114,4.75,1.2,14122018_mil_cle,cle,mil
2018-12-14,Denver Nuggets,Oklahoma City Thunder,109,98,2.09,1.77,14122018_okc_den,den,okc
2018-12-14,Memphis Grizzlies,Miami Heat,97,100,1.56,2.48,14122018_mia_mem,mem,mia
2018-12-14,Orlando Magic,Utah Jazz,96,89,3.03,1.4,15122018_uta_orl,orl,uta
2018-12-14,Philadelphia 76ers,Indiana Pacers,101,113,1.69,2.21,14122018_ind_phi,phi,ind
2018-12-14,Portland Trail Blazers,Toronto Raptors,128,122,2.04,1.8,14122018_tor_por,por,tor
2018-12-14,Sacramento Kings,Golden State Warriors,125,130,3.59,1.3,14122018_gs_sac,sac,gs
2018-12-15,Brooklyn Nets,Atlanta Hawks,144,127,1.33,3.4,16122018_atl_bkn,bkn,atl
2018-12-15,Charlotte Hornets,Los Angeles Lakers,100,128,1.98,1.85,15122018_lal_cha,cha,lal
2018-12-15,Cleveland Cavaliers,Philadelphia 76ers,105,128,4.3,1.23,16122018_phi_cle,cle,phi
2018-12-15,Detroit Pistons,Boston Celtics,113,104,2.12,1.75,15122018_bos_det,det,bos
2018-12-15,Indiana Pacers,New York Knicks,110,99,1.12,6.72,16122018_ny_ind,ind,ny
2018-12-15,Memphis Grizzlies,Houston Rockets,97,105,2.69,1.49,15122018_hou_mem,mem,hou
2018-12-15,Oklahoma City Thunder,Los Angeles Clippers,110,104,1.38,3.12,15122018_lac_okc,okc,lac
2018-12-15,Phoenix Suns,Minnesota Timberwolves,107,99,3.6,1.3,15122018_min_phx,phx,min
2018-12-15,San Antonio Spurs,Chicago Bulls,93,98,1.17,5.33,15122018_chi_sa,sa,chi
2018-12-16,Dallas Mavericks,Sacramento Kings,113,120,1.52,2.58,16122018_sac_dal,dal,sac
2018-12-16,Denver Nuggets,Toronto Raptors,95,86,1.68,2.24,16122018_tor_den,den,tor
2018-12-16,New Orleans Pelicans,Miami Heat,96,102,1.41,2.97,16122018_mia_no,no,mia
2018-12-16,Washington Wizards,Los Angeles Lakers,128,110,2.36,1.61,16122018_lal_wsh,wsh,lal
2018-12-17,Detroit Pistons,Milwaukee Bucks,104,107,2.3,1.64,17122018_mil_det,det,mil
2018-12-17,Golden State Warriors,Memphis Grizzlies,110,93,1.09,7.81,17122018_mem_gs,gs,mem
2018-12-17,Houston Rockets,Utah Jazz,102,97,1.48,2.69,17122018_uta_hou,hou,uta
2018-12-17,Los Angeles Clippers,Portland Trail Blazers,127,131,1.83,2.01,17122018_por_lac,lac,por
2018-12-17,Minnesota Timberwolves,Sacramento Kings,132,105,1.29,3.69,17122018_sac_min,min,sac
2018-12-17,New York Knicks,Phoenix Suns,110,128,2.01,1.83,17122018_phx_ny,ny,phx
2018-12-17,Oklahoma City Thunder,Chicago Bulls,121,96,1.1,7.72,17122018_chi_okc,okc,chi
2018-12-17,San Antonio Spurs,Philadelphia 76ers,123,96,1.87,1.96,17122018_phi_sa,sa,phi
2018-12-18,Atlanta Hawks,Washington Wizards,118,110,2.31,1.64,18122018_wsh_atl,atl,wsh
2018-12-18,Brooklyn Nets,Los Angeles Lakers,115,110,2.04,1.8,18122018_lal_bkn,bkn,lal
2018-12-18,Denver Nuggets,Dallas Mavericks,126,118,1.52,2.6,18122018_dal_den,den,dal
2018-12-18,Indiana Pacers,Cleveland Cavaliers,91,92,1.09,7.81,18122018_cle_ind,ind,cle
2018-12-19,Boston Celtics,Phoenix Suns,103,111,1.11,6.93,19122018_phx_bos,bos,phx
2018-12-19,Charlotte Hornets,Cleveland Cavaliers,110,99,1.08,8.33,19122018_cle_cha,cha,cle
2018-12-19,Chicago Bulls,Brooklyn Nets,93,96,2.01,1.83,19122018_bkn_chi,chi,bkn
2018-12-19,Houston Rockets,Washington Wizards,136,118,1.14,5.96,19122018_wsh_hou,hou,wsh
2018-12-19,Milwaukee Bucks,New Orleans Pelicans,123,115,1.24,4.23,19122018_no_mil,mil,no
2018-12-19,Minnesota Timberwolves,Detroit Pistons,123,129,1.44,2.86,19122018_det_min,min,det
2018-12-19,Orlando Magic,San Antonio Spurs,90,129,2.32,1.63,19122018_sa_orl,orl,sa
2018-12-19,Philadelphia 76ers,New York Knicks,131,109,1.1,7.52,19122018_ny_phi,phi,ny
2018-12-19,Portland Trail Blazers,Memphis Grizzlies,99,92,1.39,3.06,19122018_mem_por,por,mem
2018-12-19,Sacramento Kings,Oklahoma City Thunder,113,132,2.53,1.54,19122018_okc_sac,sac,okc
2018-12-19,Toronto Raptors,Indiana Pacers,99,96,1.53,2.57,19122018_ind_tor,tor,ind
2018-12-19,Utah Jazz,Golden State Warriors,108,103,2.09,1.76,19122018_gs_uta,uta,gs
2018-12-20,Los Angeles Clippers,Dallas Mavericks,125,121,1.62,2.35,20122018_dal_lac,lac,dal
2018-12-20,Miami Heat,Houston Rockets,101,99,2.22,1.69,20122018_hou_mia,mia,hou
2018-12-21,Boston Celtics,Milwaukee Bucks,107,120,2.05,1.79,21122018_mil_bos,bos,mil
2018-12-21,Brooklyn Nets,Indiana Pacers,106,114,2.26,1.67,21122018_ind_bkn,bkn,ind
2018-12-21,Charlotte Hornets,Detroit Pistons,98,86,1.55,2.51,21122018_det_cha,cha,det
2018-12-21,Chicago Bulls,Orlando Magic,90,80,2.32,1.64,21122018_orl_chi,chi,orl
2018-12-21,Los Angeles Clippers,Denver Nuggets,132,111,1.76,2.1,22122018_den_lac,lac,den
2018-12-21,Los Angeles Lakers,New Orleans Pelicans,112,104,1.44,2.84,21122018_no_lal,lal,no
2018-12-21,New York Knicks,Atlanta Hawks,107,114,1.74,2.12,21122018_atl_ny,ny,atl
2018-12-21,Portland Trail Blazers,Utah Jazz,90,120,1.77,2.09,21122018_uta_por,por,uta
2018-12-21,Sacramento Kings,Memphis Grizzlies,102,99,1.76,2.1,21122018_mem_sac,sac,mem
2018-12-21,San Antonio Spurs,Minnesota Timberwolves,124,98,1.57,2.45,21122018_min_sa,sa,min
2018-12-21,Toronto Raptors,Cleveland Cavaliers,126,110,1.12,6.45,21122018_cle_tor,tor,cle
2018-12-22,Detroit Pistons,Atlanta Hawks,95,98,1.21,4.59,23122018_atl_det,det,atl
2018-12-22,Golden State Warriors,Dallas Mavericks,120,116,1.14,6.09,22122018_dal_gs,gs,dal
2018-12-22,Houston Rockets,San Antonio Spurs,108,101,1.49,2.68,22122018_sa_hou,hou,sa
2018-12-22,Indiana Pacers,Washington Wizards,105,89,1.17,5.4,23122018_wsh_ind,ind,wsh
2018-12-22,Miami Heat,Milwaukee Bucks,94,87,2.07,1.78,22122018_mil_mia,mia,mil
2018-12-22,Philadelphia 76ers,Toronto Raptors,126,101,1.31,3.55,22122018_tor_phi,phi,tor
2018-12-22,Utah Jazz,Oklahoma City Thunder,106,107,1.76,2.1,22122018_okc_uta,uta,okc
2018-12-22,Washington Wizards,Phoenix Suns,149,146,1.5,2.66,22122018_phx_wsh,wsh,phx
2018-12-23,Boston Celtics,Charlotte Hornets,119,103,1.33,3.46,23122018_cha_bos,bos,cha
2018-12-23,Brooklyn Nets,Phoenix Suns,111,103,1.23,4.26,23122018_phx_bkn,bkn,phx
2018-12-23,Cleveland Cavaliers,Chicago Bulls,92,112,1.89,1.93,23122018_chi_cle,cle,chi
2018-12-23,Golden State Warriors,Los Angeles Clippers,129,127,1.14,5.95,23122018_lac_gs,gs,lac
2018-12-23,Los Angeles Lakers,Memphis Grizzlies,99,107,1.47,2.75,23122018_mem_lal,lal,mem
2018-12-23,Oklahoma City Thunder,Minnesota Timberwolves,112,114,1.37,3.17,23122018_min_okc,okc,min
2018-12-23,Orlando Magic,Miami Heat,91,115,1.74,2.13,23122018_mia_orl,orl,mia
2018-12-23,Portland Trail Blazers,Dallas Mavericks,121,118,1.32,3.51,23122018_dal_por,por,dal
2018-12-23,Sacramento Kings,New Orleans Pelicans,122,117,1.97,1.86,23122018_no_sac,sac,no
2018-12-24,Boston Celtics,Philadelphia 76ers,121,114,1.49,2.69,25122018_phi_bos,bos,phi
2018-12-24,Houston Rockets,Oklahoma City Thunder,113,109,1.96,1.87,25122018_okc_hou,hou,okc
2018-12-24,New York Knicks,Milwaukee Bucks,95,109,4.81,1.2,25122018_mil_ny,ny,mil
2018-12-25,Golden State Warriors,Los Angeles Lakers,101,127,1.24,4.2,25122018_lal_gs,gs,lal
2018-12-25,Utah Jazz,Portland Trail Blazers,117,96,1.35,3.26,25122018_por_uta,uta,por
2018-12-26,Atlanta Hawks,Indiana Pacers,121,129,3.15,1.37,26122018_ind_atl,atl,ind
2018-12-26,Brooklyn Nets,Charlotte Hornets,134,132,1.83,2.0,26122018_cha_bkn,bkn,cha
2018-12-26,Chicago Bulls,Minnesota Timberwolves,94,119,2.47,1.56,26122018_min_chi,chi,min
2018-12-26,Dallas Mavericks,New Orleans Pelicans,122,119,1.76,2.1,26122018_no_dal,dal,no
2018-12-26,Detroit Pistons,Washington Wizards,106,95,1.53,2.58,26122018_wsh_det,det,wsh
2018-12-26,Los Angeles Clippers,Sacramento Kings,127,118,1.48,2.72,26122018_sac_lac,lac,sac
2018-12-26,Memphis Grizzlies,Cleveland Cavaliers,95,87,1.19,4.85,26122018_cle_mem,mem,cle
2018-12-26,Miami Heat,Toronto Raptors,104,106,2.2,1.7,26122018_tor_mia,mia,tor
2018-12-26,Orlando Magic,Phoenix Suns,120,122,1.45,2.81,26122018_phx_orl,orl,phx
2018-12-26,San Antonio Spurs,Denver Nuggets,111,103,1.56,2.48,26122018_den_sa,sa,den
2018-12-27,Golden State Warriors,Portland Trail Blazers,109,110,1.24,4.13,27122018_por_gs,gs,por
2018-12-27,Houston Rockets,Boston Celtics,127,113,2.21,1.69,27122018_bos_hou,hou,bos
2018-12-27,Milwaukee Bucks,New York Knicks,112,96,1.06,9.88,27122018_ny_mil,mil,ny
2018-12-27,Sacramento Kings,Los Angeles Lakers,117,116,1.53,2.58,27122018_lal_sac,sac,lal
2018-12-27,Utah Jazz,Philadelphia 76ers,97,114,1.52,2.6,27122018_phi_uta,uta,phi
2018-12-28,Charlotte Hornets,Brooklyn Nets,100,87,1.51,2.62,28122018_bkn_cha,cha,bkn
2018-12-28,Denver Nuggets,San Antonio Spurs,102,99,1.52,2.61,28122018_sa_den,den,sa
2018-12-28,Indiana Pacers,Detroit Pistons,125,88,1.35,3.29,28122018_det_ind,ind,det
2018-12-28,Los Angeles Lakers,Los Angeles Clippers,107,118,3.33,1.34,28122018_lac_lal,lal,lac
2018-12-28,Miami Heat,Cleveland Cavaliers,118,94,1.17,5.29,28122018_cle_mia,mia,cle
2018-12-28,Milwaukee Bucks,Brooklyn Nets,129,115,1.16,5.63,29122018_bkn_mil,mil,bkn
2018-12-28,Minnesota Timberwolves,Atlanta Hawks,120,123,1.21,4.53,28122018_atl_min,min,atl
2018-12-28,New Orleans Pelicans,Dallas Mavericks,114,112,1.53,2.56,28122018_dal_no,no,dal
2018-12-28,Orlando Magic,Toronto Raptors,116,87,2.69,1.49,28122018_tor_orl,orl,tor
2018-12-28,Phoenix Suns,Oklahoma City Thunder,102,118,2.57,1.52,28122018_okc_phx,phx,okc
2018-12-28,Washington Wizards,Chicago Bulls,92,101,1.52,2.59,28122018_chi_wsh,wsh,chi
2018-12-29,Atlanta Hawks,Cleveland Cavaliers,111,108,1.55,2.5,29122018_cle_atl,atl,cle
2018-12-29,Los Angeles Clippers,San Antonio Spurs,111,122,1.68,2.25,29122018_sa_lac,lac,sa
2018-12-29,Memphis Grizzlies,Boston Celtics,103,112,2.41,1.59,29122018_bos_mem,mem,bos
2018-12-29,New Orleans Pelicans,Houston Rockets,104,108,2.35,1.62,29122018_hou_no,no,hou
2018-12-29,Orlando Magic,Detroit Pistons,109,107,1.81,2.03,30122018_det_orl,orl,det
2018-12-29,Phoenix Suns,Denver Nuggets,118,122,2.6,1.52,29122018_den_phx,phx,den
2018-12-29,Portland Trail Blazers,Golden State Warriors,105,115,2.68,1.49,29122018_gs_por,por,gs
2018-12-29,Utah Jazz,New York Knicks,129,97,1.12,6.75,29122018_ny_uta,uta,ny
2018-12-29,Washington Wizards,Charlotte Hornets,130,126,2.36,1.61,29122018_cha_wsh,wsh,cha
2018-12-30,Dallas Mavericks,Oklahoma City Thunder,105,103,2.14,1.73,30122018_okc_dal,dal,okc
2018-12-30,Indiana Pacers,Atlanta Hawks,116,108,1.08,8.36,31122018_atl_ind,ind,atl
2018-12-30,Los Angeles Lakers,Sacramento Kings,121,114,1.78,2.07,30122018_sac_lal,lal,sac
2018-12-30,Miami Heat,Minnesota Timberwolves,104,113,1.56,2.47,30122018_min_mia,mia,min
2018-12-30,Portland Trail Blazers,Philadelphia 76ers,129,95,1.65,2.29,30122018_phi_por,por,phi
2018-12-30,Toronto Raptors,Chicago Bulls,95,89,1.15,5.68,30122018_chi_tor,tor,chi
2018-12-31,Charlotte Hornets,Orlando Magic,125,100,1.28,3.82,31122018_orl_cha,cha,orl
2018-12-31,Houston Rockets,Memphis Grizzlies,113,101,1.53,2.54,31122018_mem_hou,hou,mem
2018-12-31,New Orleans Pelicans,Minnesota Timberwolves,123,114,1.45,2.83,31122018_min_no,no,min
2018-12-31,Oklahoma City Thunder,Dallas Mavericks,122,102,1.32,3.47,31122018_dal_okc,okc,dal
2018-12-31,Phoenix Suns,Golden State Warriors,109,132,5.44,1.16,31122018_gs_phx,phx,gs
2018-12-31,San Antonio Spurs,Boston Celtics,120,111,2.0,1.84,31122018_bos_sa,sa,bos
2019-01-01,Denver Nuggets,New York Knicks,115,108,1.08,8.37,01012019_ny_den,den,ny
2019-01-01,Los Angeles Clippers,Philadelphia 76ers,113,119,2.01,1.84,01012019_phi_lac,lac,phi
2019-01-01,Milwaukee Bucks,Detroit Pistons,121,98,1.17,5.2,01012019_det_mil,mil,det
2019-01-01,Sacramento Kings,Portland Trail Blazers,108,113,1.94,1.88,01012019_por_sac,sac,por
2019-01-01,Toronto Raptors,Utah Jazz,122,116,1.82,2.02,01012019_uta_tor,tor,uta
2019-01-02,Boston Celtics,Minnesota Timberwolves,115,102,1.38,3.12,02012019_min_bos,bos,min
2019-01-02,Brooklyn Nets,New Orleans Pelicans,126,121,2.04,1.81,02012019_no_bkn,bkn,no
2019-01-02,Charlotte Hornets,Dallas Mavericks,84,122,1.83,2.01,02012019_dal_cha,cha,dal
2019-01-02,Chicago Bulls,Orlando Magic,84,112,2.0,1.84,02012019_orl_chi,chi,orl
2019-01-02,Cleveland Cavaliers,Miami Heat,92,117,2.92,1.42,02012019_mia_cle,cle,mia
2019-01-02,Los Angeles Lakers,Oklahoma City Thunder,100,107,2.78,1.46,02012019_okc_lal,lal,okc
2019-01-02,Memphis Grizzlies,Detroit Pistons,94,101,1.39,3.09,02012019_det_mem,mem,det
2019-01-02,Phoenix Suns,Philadelphia 76ers,127,132,2.31,1.64,02012019_phi_phx,phx,phi
2019-01-02,Washington Wizards,Atlanta Hawks,114,98,1.38,3.11,02012019_atl_wsh,wsh,atl
2019-01-03,Golden State Warriors,Houston Rockets,134,135,1.27,3.9,03012019_hou_gs,gs,hou
2019-01-03,Sacramento Kings,Denver Nuggets,113,117,2.4,1.6,03012019_den_sac,sac,den
2019-01-03,San Antonio Spurs,Toronto Raptors,125,107,1.62,2.36,03012019_tor_sa,sa,tor
2019-01-04,Boston Celtics,Dallas Mavericks,114,93,1.57,2.46,04012019_dal_bos,bos,dal
2019-01-04,Chicago Bulls,Indiana Pacers,116,119,3.39,1.33,04012019_ind_chi,chi,ind
2019-01-04,Cleveland Cavaliers,Utah Jazz,91,117,4.91,1.19,04012019_uta_cle,cle,uta
2019-01-04,Denver Nuggets,Charlotte Hornets,123,110,1.22,4.43,05012019_cha_den,den,cha
2019-01-04,Los Angeles Lakers,New York Knicks,112,119,1.42,2.93,04012019_ny_lal,lal,ny
2019-01-04,Memphis Grizzlies,Brooklyn Nets,100,109,1.56,2.48,04012019_bkn_mem,mem,bkn
2019-01-04,Miami Heat,Washington Wizards,115,109,1.34,3.32,04012019_wsh_mia,mia,wsh
2019-01-04,Milwaukee Bucks,Atlanta Hawks,144,112,1.09,8.13,04012019_atl_mil,mil,atl
2019-01-04,Minnesota Timberwolves,Orlando Magic,120,103,1.56,2.5,04012019_orl_min,min,orl
2019-01-04,Phoenix Suns,Los Angeles Clippers,111,121,2.62,1.51,04012019_lac_phx,phx,lac
2019-01-04,Portland Trail Blazers,Oklahoma City Thunder,109,111,1.88,1.95,04012019_okc_por,por,okc
2019-01-05,Chicago Bulls,Brooklyn Nets,100,117,2.12,1.75,06012019_bkn_chi,chi,bkn
2019-01-05,Cleveland Cavaliers,New Orleans Pelicans,98,133,4.56,1.21,05012019_no_cle,cle,no
